,artistID,name,genres
1980,1995,Vanden Plas,"['progressive metal', 'progressive rock', 'power metal', 'melodic metal', 'medieval metal', 'symphonic metal']"
1981,1996,Allen/Lande,"['power metal', 'melodic metal', 'progressive metal', 'arena rock', 'aor', 'symphonic metal', 'heavy metal']"
1982,1997,Dragonland,"['power metal', 'symphonic metal', 'melodic metal', 'speed metal', 'folk metal', 'pirate metal']"
1983,1998,Liquid Tension Experiment,"['progressive metal', 'progressive rock', 'djent']"
1985,2000,ãããã®ããã,['pop']
1986,2001,Al Di Meola,"['jazz fusion', 'flamenco']"
1987,2002,John Petrucci,"['progressive metal', 'progressive rock']"
1988,2003,Spock's Beard,"['progressive rock', 'progressive metal', 'symphonic rock', 'art rock']"
1991,2006,Pain of Salvation,"['progressive metal', 'progressive rock']"
1994,2009,DragonForce,"['power metal', 'speed metal', 'metal', 'melodic metal', 'symphonic metal']"
1995,2010,Russell Allen,['traditional country']
1999,2014,Lacuna Coil,"['gothic metal', 'symphonic metal', 'metal', 'symphonic rock', 'melodic metal']"
2000,2015,Axenstar,"['power metal', 'speed metal', 'melodic metal', 'symphonic metal']"
2001,2016,Transatlantic,"['progressive rock', 'progressive metal', 'symphonic rock', 'art rock']"
2006,2021,Victoria Beckham,['uk garage']
2011,2026,The Residents,"['avant-garde', 'experimental', 'art pop', 'art rock', 'post-punk']"
2012,2027,Frankie Goes to Hollywood,"['synthpop', 'hi-nrg']"
2014,2029,Madness,['ska']
2016,2031,Bee Gees,['disco']
2017,2032,Die Apokalyptischen Reiter,"['medieval metal', 'folk metal', 'medieval', 'metal']"
2018,2033,Ska-P,"['ska', 'ska punk', 'mexican ska']"
2019,2034,Los Fastidios,"['ska punk', 'ska', 'punk']"
2020,2035,Steve Jablonsky,['soundtrack']
2022,2037,Tuxedomoon,"['post-punk', 'avant-garde', 'new wave', 'cold wave', 'darkwave']"
2023,2038,In Extremo,"['medieval metal', 'medieval', 'folk metal', 'folk rock']"
2025,2040,Luciano Pavarotti,"['opera', 'classical', 'canzone napoletana']"
2026,2041,[:SITD:],"['ebm', 'industrial', 'darkwave', 'synthpop']"
2027,2042,SPK,"['opera', 'mizrahi']"
2028,2043,Cabaret Voltaire,"['industrial', 'ebm', 'post-punk', 'synthpop', 'experimental', 'cold wave', 'darkwave', 'new wave', 'avant-garde', 'industrial rock', 'krautrock']"
2029,2044,Sarah Brightman,"['opera', 'musicals']"
2030,2045,Immediate Music,['orchestra']
2032,2047,Andrea Bocelli,['opera']
2033,2048,Riccardo Cocciante,"['italian singer-songwriter', 'singer-songwriter']"
2035,2050,Il Divo,['opera']
2036,2051,Josh Groban,['christmas']
2037,2052,Susan Boyle,['christmas']
2038,2053,Cristian Castro,['latin pop']
2039,2054,Emma Shapplin,"['new age', 'opera']"
2040,2055,Andrew Lloyd Webber,['musicals']
2041,2056,Adela Popescu,['europop']
2042,2057,Midnight Hour,"['lo-fi beats', 'lo-fi']"
2043,2058,marger,"['gothic metal', 'gothic rock']"
2045,2060,Cirque du Soleil,"['tango', 'new age']"
2046,2061,Petra Berger,['canzone napoletana']
2047,2062,In This Moment,['metal']
2049,2064,Ana Gabriel,"['mariachi', 'ranchera']"
2051,2066,Rhydian,['opera']
2052,2067,Lara Fabian,"['variété française', 'chanson']"
2053,2068,Yiruma,['neoclassical']
2054,2069,Stream of Passion,"['symphonic metal', 'gothic metal', 'progressive metal', 'gothic rock']"
2055,2070,Vasco Rossi,"['italian singer-songwriter', 'singer-songwriter', 'italo dance']"
2056,2071,Michael Giacchino,['soundtrack']
2058,2073,Giorgia Fumanti,['opera']
2059,2074,David Bustamante,['flamenco pop']
2060,2075,Gregorian,"['gregorian chant', 'new age']"
2061,2076,Katherine Jenkins,"['opera', 'classical']"
2064,2079,Sissel,['christmas']
2065,2080,NX Zero,"['brazilian rock', 'emo', 'brazilian pop']"
2066,2081,Dev,['pop punk']
2067,2082,Marjorie Estiano,"['brazilian pop', 'mpb']"
2068,2083,M.I.A.,"['classical', 'chamber music', 'orchestra']"
2071,2086,Perfume,"['j-pop', 'shibuya-kei']"
2072,2087,Aural Vampire,"['visual kei', 'j-rock']"
2075,2090,UNLIMITS,"['j-rock', 'anime']"
2076,2091,4minute,['k-pop']
2077,2092,ìëìë,"['latin pop', 'latin']"
2078,2093,Versailles,['nu disco']
2080,2095,Aira Mitsuki,"['shibuya-kei', 'j-dance', 'j-pop']"
2082,2097,Brown Eyed Girls,['k-pop']
2086,2101,Capsule,"['shibuya-kei', 'japanese indie', 'j-dance']"
2088,2103,-OZ-,"['reggaeton', 'trap latino', 'latin', 'urbano latino']"
2089,2104,ã«ã«ãã£ã¢,['pop']
2090,2105,Aqua Timez,"['anime', 'j-rock', 'j-pop']"
2093,2108,OreSkaBand,"['anime', 'ska', 'ska punk', 'j-rock']"
2094,2109,Asriel,"['visual kei', 'j-rock', 'symphonic metal', 'gothic metal']"
2099,2114,ììì¬ì´ë,"['latin pop', 'latin']"
2101,2116,Kalafina,"['anime', 'j-pop', 'j-rock']"
2102,2117,ìí¬ë¦¿,"['latin pop', 'latin']"
2105,2120,IU,"['opera', 'mizrahi']"
2107,2122,Miles Kane,['baroque pop']
2109,2124,Benjamin Biolay,"['french pop', 'chanson', 'variété française', 'french jazz', 'french house']"
2116,2131,Dirty Pretty Things,"['indie rock', 'britpop']"
2117,2132,Dizzee Rascal,['grime']
2118,2133,Milburn,"['boogie-woogie', 'swing music', 'blues', 'boogie', 'classic blues']"
2121,2136,Serge Gainsbourg,"['chanson', 'variété française', 'french pop', 'french jazz', 'french house']"
2122,2137,Two Door Cinema Club,['indie']
2124,2139,Beach House,['dream pop']
2128,2143,DevilDriver,"['groove metal', 'metal', 'melodic death metal']"
2130,2145,B. Fleischmann,"['idm', 'ambient']"
2131,2146,AFX,['idm']
2132,2147,Total,"['r&b', 'new jack swing']"
2133,2148,2H Company,['experimental hip hop']
2134,2149,Booka Shade,"['minimal techno', 'melodic house', 'melodic techno', 'electronica']"
2135,2150,Fightstar,['post-hardcore']
2136,2151,Meshuggah,"['djent', 'progressive metal', 'groove metal', 'metal', 'death metal', 'mathcore']"
2137,2152,Electric Birds,['idm']
2138,2153,Current Value,"['drum and bass', 'drumstep', 'jungle']"
2139,2154,Jane Air,['emocore']
2142,2157,Christian Kleine,"['idm', 'acid jazz', 'downtempo']"
2145,2160,Maroon,['pop']
2146,2161,Wisp,['shoegaze']
2147,2162,Alarm Will Sound,"['minimalism', 'idm', 'avant-garde']"
2149,2164,Ovuca,['idm']
2150,2165,Enduser,"['breakcore', 'idm', 'jungle', 'glitch', 'speedcore', 'breakbeat', 'gabber']"
2151,2166,Architect,"['metalcore', 'djent', 'metal', 'mathcore', 'post-hardcore', 'deathcore']"
2152,2167,Fink,"['opera', 'mizrahi']"
2153,2168,American Head Charge,"['nu metal', 'industrial metal', 'alternative metal', 'industrial rock', 'groove metal', 'rap metal']"
2154,2169,Dagoba,"['groove metal', 'industrial metal', 'melodic death metal', 'metal']"
2157,2172,Gojira,"['metal', 'groove metal', 'progressive metal', 'death metal', 'djent']"
2158,2173,Limewax,"['drum and bass', 'breakcore', 'jungle', 'deathstep']"
2160,2175,Etta James,"['soul', 'jazz blues', 'soul blues', 'blues', 'vocal jazz']"
2164,2179,50 Cent,['east coast hip hop']
2168,2183,Heart,['k-pop']
2169,2184,Maysa,"['bossa nova', 'seresta', 'mpb', 'brazilian jazz']"
2171,2186,Blind Witness,"['deathcore', 'metalcore']"
2172,2187,Stick to Your Guns,"['melodic hardcore', 'hardcore', 'metalcore', 'hardcore punk', 'post-hardcore']"
2173,2188,Bury Tomorrow,"['metalcore', 'metal', 'deathcore', 'post-hardcore']"
2174,2189,Buried in Verona,"['metalcore', 'post-hardcore', 'deathcore']"
2175,2190,War of Ages,"['christian rock', 'metalcore', 'metal']"
2176,2191,More Than A Thousand,"['metalcore', 'post-hardcore']"
2177,2192,Miss May I,"['metalcore', 'post-hardcore', 'screamo', 'deathcore', 'metal']"
2178,2193,ÐÐ°ÑÑÐ°,['k-pop']
2180,2195,Sarah Where Is My Tea,"['melodic hardcore', 'metalcore', 'post-hardcore']"
2183,2198,The Eyes Of A Traitor,"['deathcore', 'metalcore', 'melodic hardcore', 'djent']"
2185,2200,We Butter The Bread With Butter,"['deathcore', 'metalcore', 'metal']"
2187,2202,Dead Silence Hides My Cries,"['deathcore', 'metalcore', 'post-hardcore']"
2188,2203,Abandon All Ships,"['post-hardcore', 'screamo', 'metalcore']"
2189,2204,Of Mice & Men,"['metalcore', 'post-hardcore', 'screamo', 'metal', 'emo']"
2191,2206,Chevelle,"['alternative metal', 'nu metal', 'post-grunge', 'hard rock']"
2194,2209,It Dies Today,"['metalcore', 'post-hardcore', 'screamo', 'emocore']"
2195,2210,Attack Attack!,"['trip hop', 'downtempo']"
2196,2211,Austrian Death Machine,"['thrash metal', 'metal']"
2197,2212,Disdained Grace,"['deathcore', 'grindcore']"
2198,2213,Woe Is Me,"['post-hardcore', 'metalcore', 'screamo']"
2199,2214,The Word Alive,"['metalcore', 'post-hardcore', 'screamo']"
2200,2215,Deception Of A Ghost,"['metalcore', 'post-hardcore', 'screamo', 'melodic hardcore']"
2203,2218,Mr. Criminal,"['mexican hip hop', 'g-funk', 'latin hip hop', 'gangster rap']"
2205,2220,Aaliyah,['r&b']
2206,2221,Lil 1/2 Dead,"['g-funk', 'west coast hip hop', 'gangster rap']"
2207,2222,Bone Thugs-N-Harmony,"['gangster rap', 'g-funk']"
2208,2223,Too $hort,"['hyphy', 'west coast hip hop', 'g-funk', 'gangster rap']"
2211,2226,Snoop Dogg,"['g-funk', 'west coast hip hop', 'gangster rap', 'hip hop', 'rap']"
2214,2229,DJ Quik,"['g-funk', 'west coast hip hop', 'gangster rap']"
2215,2230,Roi Heenok,['moroccan rap']
2216,2231,Spice 1,"['west coast hip hop', 'g-funk', 'gangster rap']"
2217,2232,Mr. Capone-E,"['mexican hip hop', 'g-funk', 'latin hip hop', 'west coast hip hop']"
2218,2233,Booba,['pop urbaine']
2219,2234,Southcide 13,['g-funk']
2220,2235,Kokane,"['g-funk', 'west coast hip hop']"
2221,2236,Ice Cube,"['gangster rap', 'west coast hip hop', 'g-funk']"
2223,2238,Above the Law,"['g-funk', 'west coast hip hop', 'gangster rap']"
2224,2239,Ant Banks,"['g-funk', 'west coast hip hop', 'gangster rap']"
2226,2241,Nate Dogg,"['g-funk', 'west coast hip hop']"
2227,2242,Wiz Khalifa,['rap']
2229,2244,Alborosie,"['reggae', 'roots reggae', 'ragga', 'dub']"
2233,2248,Domino,"['blues rock', 'classic rock']"
2236,2251,N.W.A,"['reggae', 'roots reggae']"
2237,2252,Mobb Deep,"['east coast hip hop', 'hardcore hip hop', 'hip hop', 'gangster rap']"
2238,2253,Warren G,"['g-funk', 'west coast hip hop', 'gangster rap']"
2239,2254,Brotha Lynch Hung,"['horrorcore', 'west coast hip hop', 'gangster rap', 'g-funk']"
2240,2255,MC Eiht,"['west coast hip hop', 'g-funk', 'gangster rap']"
2241,2256,Mr. X,"['g-funk', 'gabber']"
2242,2257,Lil Cuete,"['mexican hip hop', 'latin hip hop']"
2243,2258,2nd II None,"['g-funk', 'west coast hip hop', 'gangster rap']"
2244,2259,MSJ,['pop punk']
2246,2261,Les Sales Blancs,['g-funk']
2247,2262,Foesum,"['g-funk', 'west coast hip hop']"
2250,2265,Simon & Garfunkel,"['folk rock', 'folk']"
2251,2266,Kind of Like Spitting,"['folk punk', 'midwest emo']"
2252,2267,Maps & Atlases,['math rock']
2253,2268,Dirty Projectors,['art pop']
2256,2271,Death from Above 1979,['garage rock']
2257,2272,Alban Berg Quartet,"['chamber music', 'classical']"
2258,2273,Tera Melos,"['math rock', 'mathcore', 'noise rock', 'post-rock', 'midwest emo']"
2260,2275,Werner Haas,"['classical piano', 'classical']"
2261,2276,Pedro the Lion,['slowcore']
2263,2278,Lake,"['dangdut', 'sholawat']"
2264,2279,The Microphones,"['slowcore', 'lo-fi indie', 'indie folk']"
2265,2280,The Apples in Stereo,"['power pop', 'neo-psychedelic']"
2266,2281,Deerhoof,"['noise rock', 'art rock']"
2270,2285,The American Analog Set,"['slowcore', 'post-rock']"
2273,2288,Django Reinhardt,"['swing music', 'jazz', 'french jazz', 'ragtime', 'big band']"
2274,2289,Stereolab,"['art pop', 'krautrock', 'post-rock', 'neo-psychedelic']"
2276,2291,No Kids,"['chanson', ""children's music"", 'variété française']"
2277,2292,Bill Evans,"['jazz', 'cool jazz', 'bebop', 'hard bop']"
2278,2293,Jean-Yves Thibaudet,"['classical piano', 'classical']"
2281,2296,Joe Pass,"['jazz', 'bebop', 'vocal jazz', 'hard bop']"
2283,2298,Sezen Aksu,"['turkish pop', 'arabesk']"
2286,2301,Ajda Pekkan,"['turkish pop', 't-pop']"
2288,2303,Haris Alexiou,"['entehno', 'laïko', 'tango']"
2291,2306,Mikis Theodorakis,"['entehno', 'laïko']"
2294,2309,Hande Yener,"['turkish pop', 't-pop']"
2296,2311,Kostas Pavlidis,['entehno']
2297,2312,Ahmet Kaya,"['arabesk', 'anatolian rock']"
2299,2314,Cem Karaca,"['anatolian rock', 'arabesk', 'turkish pop']"
2302,2317,Sertab Erener,['turkish pop']
2308,2323,Baba Zula,['anatolian rock']
2309,2324,Umay Umay,"['malay', 'indonesian indie']"
2312,2327,Funda Arar,"['turkish pop', 'arabesk']"
2316,2331,Yasmin Levy,"['tango', 'fado']"
2317,2332,Zuhal Olcay,['turkish pop']
2321,2336,Erkin Koray,"['anatolian rock', 'arabesk']"
2324,2339,Teoman,"['anatolian rock', 'turkish pop']"
2325,2340,Marissa Nadler,['indie folk']
2326,2341,Twisted Sister,"['glam metal', 'glam rock']"
2328,2343,KISS,['classical']
2329,2344,Massacration,['brazilian rock']
2330,2345,Dee Snider,['heavy metal']
2331,2346,Aerosmith,"['classic rock', 'rock']"
2332,2347,Van Halen,"['glam metal', 'classic rock', 'rock', 'hard rock']"
2333,2348,Desperado,"['tekno', 'acid techno', 'frenchcore', 'techno']"
2334,2349,Hollywood Rose,['glam metal']
2336,2351,Joan Jett,['rock']
2337,2352,Creed,"['classic rock', 'southern rock', 'country rock']"
2338,2353,Highway,['country']
2340,2355,Von Hertzen Brothers,"['finnish rock', 'progressive rock', 'progressive metal', 'finnish pop']"
2341,2356,Michael Monroe,"['worship', 'christian']"
2343,2358,Uniklubi,"['finnish rock', 'finnish pop', 'iskelmä']"
2345,2360,Airbourne,['hard rock']
2346,2361,D-A-D,['emo']
2347,2362,Monster Magnet,"['stoner rock', 'sludge metal', 'space rock']"
2348,2363,Hardcore Superstar,"['glam metal', 'glam rock']"
2349,2364,The Hellacopters,"['garage rock', 'punk']"
2350,2365,Audrey Horne,['hard rock']
2351,2366,Karnivool,"['progressive metal', 'progressive rock', 'djent', 'alternative metal']"
2354,2369,Type O Negative,"['gothic metal', 'gothic rock', 'doom metal']"
2355,2370,Amorphis,"['melodic death metal', 'folk metal', 'death metal', 'progressive metal', 'gothic metal', 'metal', 'doom metal', 'finnish rock']"
2356,2371,Day Eleven,['jangle pop']
2357,2372,Backyard Babies,['punk']
2359,2374,Ghost Brigade,"['melodic death metal', 'doom metal', 'gothic metal', 'progressive metal', 'sludge metal']"
2360,2375,Primus,"['funk rock', 'alternative metal', 'alternative rock', 'nu metal']"
2361,2376,Jenni Vartiainen,"['finnish pop', 'iskelmä', 'finnish rock']"
2363,2378,Neaera,"['melodic death metal', 'metalcore', 'deathcore', 'death metal', 'metal']"
2364,2379,Trivium,"['metalcore', 'metal', 'heavy metal']"
2365,2380,Godsmack,"['nu metal', 'alternative metal', 'hard rock', 'rap metal', 'metal']"
2366,2381,Dethklok,"['melodic death metal', 'metal', 'death metal']"
2367,2382,The Crimson Armada,"['deathcore', 'metalcore']"
2368,2383,Amatory,['metalcore']
2369,2384,Unearth,"['metalcore', 'metal', 'deathcore', 'melodic death metal']"
2371,2386,Bleed From Within,"['metalcore', 'deathcore', 'metal', 'djent']"
2372,2387,Winds of Plague,"['deathcore', 'metalcore', 'death metal', 'metal']"
2374,2389,Sea of Treachery,"['deathcore', 'metalcore', 'post-hardcore']"
2379,2394,Celia Cruz,"['salsa', 'son cubano', 'bolero', 'cha cha cha', 'merengue', 'mambo', 'latin', 'latin dance']"
2380,2395,Chayanne,['latin pop']
2381,2396,Yuri,['latin pop']
2383,2398,Final Fantasy,['trance']
2385,2400,dd/mm/yyyy,"['math rock', 'noise rock', 'experimental']"
2386,2401,The Olivia Tremor Control,['neo-psychedelic']
2387,2402,Xiu Xiu,"['k-pop', 'k-ballad', 'soundtrack']"
2388,2403,Chore,"['chamber music', 'opera']"
2389,2404,k-os,"['chinese r&b', 'chinese hip hop', 'mandopop', 'taiwanese pop', 'c-pop']"
2390,2405,TV on the Radio,"['indie rock', 'indie']"
2393,2408,Destroyer,"['classic rock', 'blues rock', 'southern rock']"
2394,2409,Jeff Mangum,['folk punk']
2395,2410,The Waking Eyes,"['chamber pop', 'neo-psychedelic']"
2400,2415,Built to Spill,"['indie rock', 'alternative rock']"
2401,2416,The Fiery Furnaces,['art pop']
2403,2418,Mitch Hedberg,"['comedy', 'spoken word']"
2404,2419,Billie Holiday,"['jazz', 'vocal jazz', 'jazz blues', 'big band']"
2405,2420,Elf Power,"['neo-psychedelic', 'psychedelic pop']"
2409,2424,The New Pornographers,"['power pop', 'chamber pop', 'indie rock', 'indie']"
2411,2426,I See Stars,"['metalcore', 'post-hardcore', 'screamo', 'deathstep']"
2414,2429,Architects,"['metalcore', 'djent', 'metal', 'mathcore', 'post-hardcore', 'deathcore']"
2415,2430,From First to Last,"['post-hardcore', 'screamo', 'emo', 'emocore']"
2416,2431,Luxuria,"['pagode baiano', 'axé', 'arrocha', 'forró', 'piseiro', 'seresta', 'brega']"
2418,2433,Coeur de Pirate,"['french pop', 'variété française', 'chanson']"
2421,2436,Keith Urban,['country']
2422,2437,Martina McBride,['country']
2424,2439,Rascal Flatts,['country']
2425,2440,Juanes,"['latin pop', 'colombian pop', 'rock en español']"
2426,2441,Celtic Woman,['celtic']
2427,2442,Garth Brooks,['country']
2428,2443,Little Big Town,['country']
2429,2444,Billy Joel,['soft rock']
2430,2445,Trace Adkins,"['country', 'acoustic country']"
2431,2446,Howard Shore,['soundtrack']
2432,2447,Phil Vassar,['country']
2433,2448,Jo Dee Messina,['country']
2434,2449,Brooks & Dunn,"['country', 'acoustic country']"
2435,2450,Trisha Yearwood,['country']
2436,2451,Josh Turner,"['country', 'christian country']"
2438,2453,Tim McGraw,['country']
2439,2454,Faith Hill,['country']
2440,2455,Toby Keith,['country']
2441,2456,Dierks Bentley,['country']
2442,2457,Lonestar,['country']
2443,2458,Nat King Cole,"['christmas', 'adult standards', 'vocal jazz']"
2444,2459,Glenn Miller,"['big band', 'swing music', 'jazz']"
2446,2461,Benedetti & Svoboda,['flamenco']
2448,2463,Boston,"['classic rock', 'aor']"
2450,2465,Alison Krauss,"['bluegrass', 'christian country', 'americana']"
2451,2466,Vince Gill,"['country', 'traditional country']"
2452,2467,George Strait,"['country', 'traditional country', 'honky tonk']"
2453,2468,Alan Jackson,"['country', 'christian country']"
2454,2469,Peter Gabriel,['art rock']
2455,2470,Throbbing Gristle,"['industrial', 'experimental', 'industrial rock', 'avant-garde', 'post-punk', 'noise rock', 'ebm', 'dark ambient']"
2456,2471,Current 93,"['drone metal', 'industrial', 'avant-garde', 'experimental', 'dark ambient']"
2457,2472,Foetus,"['industrial', 'industrial rock', 'noise rock', 'avant-garde', 'post-punk']"
2459,2474,Insane Clown Posse,"['horrorcore', 'rap rock']"
2460,2475,Captain Beefheart & His Magic Band,"['proto-punk', 'psychedelic rock', 'art rock', 'acid rock', 'avant-garde']"
2461,2476,Renaldo and The Loaf,"['avant-garde', 'experimental', 'art rock']"
2462,2477,The Legendary Pink Dots,"['neo-psychedelic', 'industrial', 'deathrock', 'avant-garde', 'cold wave', 'experimental', 'gothic rock', 'darkwave', 'post-punk', 'space rock']"
2463,2478,Danny Elfman,['soundtrack']
2464,2479,Twiztid,"['horrorcore', 'rap metal']"
2465,2480,Suicide,"['deathcore', 'metalcore', 'death metal', 'metal', 'screamo']"
2466,2481,The Birthday Party,"['post-punk', 'deathrock', 'gothic rock', 'noise rock', 'darkwave']"
2468,2483,King Missile,['art rock']
2469,2484,Peeping Tom,['funk rock']
2471,2486,Psychic TV,"['industrial', 'acid house', 'post-punk', 'avant-garde']"
2472,2487,Happy Mondays,"['madchester', 'britpop', 'alternative dance']"
2473,2488,Public Image Ltd.,"['post-punk', 'new wave']"
2475,2490,The Specials,"['ska', 'rocksteady', 'ska punk']"
2476,2491,Mike Patton,['avant-garde']
2477,2492,FM Einheit,"['electro swing', 'swing music']"
2478,2493,Mr. Bungle,"['avant-garde', 'funk rock']"
2479,2494,Monte Cazazza,"['industrial', 'industrial rock', 'avant-garde', 'ebm']"
2480,2495,Half Japanese,"['noise rock', 'post-punk']"
2481,2496,Kid606,"['idm', 'breakcore', 'glitch']"
2482,2497,IOSYS,['vocaloid']
2483,2498,Basshunter,"['eurodance', 'europop']"
2484,2499,Wiklund,"['dansband', 'swedish pop']"
2485,2500,Scooter,"['happy hardcore', 'eurodance']"
2486,2501,REDALiCE,"['speedcore', 'happy hardcore', 'hardcore techno', 'j-dance', 'hardcore']"
2487,2502,Nightcore,['nightcore']
2489,2504,YMCK,['shibuya-kei']
2491,2506,Morandi,"['italian singer-songwriter', 'italo dance']"
2496,2511,Lucky Twice,['nightcore']
2497,2512,KOTOKO,"['vocaloid', 'anime', 'j-pop']"
2498,2513,Millenium,"['german indie', 'neue deutsche welle']"
2504,2521,Robyn,['swedish pop']
2505,2522,Shaggy,['reggae']
2507,2524,Mando Diao,['swedish pop']
2509,2526,Sunrise Avenue,['finnish pop']
2511,2531,Morrissey,"['britpop', 'madchester', 'new wave', 'jangle pop']"
2512,2532,Super Furry Animals,"['britpop', 'neo-psychedelic']"
2513,2533,The Drums,['indie']
2514,2534,Wild Nothing,"['dream pop', 'shoegaze', 'chillwave']"
2515,2535,LCD Soundsystem,"['alternative dance', 'new rave']"
2517,2537,Graham Coxon,['britpop']
2518,2538,The Pains of Being Pure at Heart,"['dream pop', 'shoegaze', 'jangle pop']"
2519,2539,Beady Eye,"['britpop', 'madchester']"
2521,2541,Best Coast,['surf rock']
2522,2542,My Bloody Valentine,"['shoegaze', 'dream pop', 'slowcore', 'noise rock']"
2525,2545,Paula Fernandes,"['sertanejo', 'sertanejo tradicional', 'sertanejo universitário']"
2528,2548,Wanessa,['brazilian pop']
2529,2549,Lu Alone,"['gospel', 'brazilian gospel']"
2533,2553,Bay City Rollers,['glam rock']
2534,2554,Hall & Oates,['soft rock']
2538,2558,Toto,"['yacht rock', 'soft rock']"
2539,2559,Kajagoogoo,"['synthpop', 'new wave']"
2540,2560,Boz Scaggs,"['yacht rock', 'aor']"
2544,2564,Ricki-Lee,['singer-songwriter']
2545,2565,Extreme,['glam metal']
2548,2568,Billy Connolly,['comedy']
2550,2570,The Doobie Brothers,"['yacht rock', 'classic rock', 'soft rock', 'southern rock']"
2551,2571,Bananarama,['hi-nrg']
2552,2572,Minus the Bear,"['math rock', 'post-hardcore']"
2553,2573,The Appleseed Cast,"['post-rock', 'midwest emo', 'emo', 'math rock', 'post-hardcore']"
2554,2574,The Fall of Troy,"['post-hardcore', 'mathcore', 'math rock', 'screamo']"
2556,2576,Protest The Hero,"['progressive metal', 'mathcore', 'djent', 'metalcore', 'post-hardcore', 'metal']"
2558,2578,Idiot Pilot,['post-hardcore']
2559,2579,Between the Buried and Me,"['progressive metal', 'djent', 'mathcore', 'metalcore', 'metal', 'progressive rock']"
2560,2580,Biffy Clyro,['modern rock']
2561,2581,Fields,"['classical', 'chamber music', 'orchestra']"
2562,2582,Foals,['indie']
2563,2583,The Most Serene Republic,['chamber pop']
2566,2586,Born of Osiris,"['djent', 'deathcore', 'metalcore', 'progressive metal', 'metal']"
2567,2587,Late of the Pier,"['new rave', 'alternative dance', 'electroclash', 'electronic rock']"
2568,2588,The Arusha Accord,"['djent', 'mathcore', 'progressive metal']"
2572,2592,Hope of the States,['post-rock']
2573,2593,Battles,['comedy']
2574,2594,SikTh,"['djent', 'mathcore', 'progressive metal']"
2575,2595,Slash,"['acoustic rock', 'hard rock']"
2576,2596,Maria Daniela Y Su Sonido Lasser,['mexican indie']
2577,2597,Los Concorde,"['rock en español', 'mexican rock', 'mexican indie', 'latin alternative']"
2579,2599,carla morrison,['latin indie']
2580,2600,We Are Scientists,['indie rock']
2582,2602,Delphic,"['alternative dance', 'new rave', 'electronic rock']"
2583,2603,Sel,['classical']
2584,2604,Gravel,"['trance', 'progressive trance', 'big room']"
2585,2605,Bonobo,"['trip hop', 'downtempo', 'nu jazz', 'electronic']"
2586,2606,The Stone Roses,"['madchester', 'britpop']"
2589,2609,UB40,['reggae']
2591,2611,The Vaccines,"['indie', 'indie rock']"
2594,2614,Razorlight,"['indie', 'britpop']"
2596,2616,Nouvelle Vague,['lounge']
2597,2617,Pierce the Veil,"['emo', 'screamo', 'post-hardcore']"
2598,2618,Before Their Eyes,"['post-hardcore', 'screamo', 'metalcore', 'emocore']"
2600,2620,Beatallica,['comedy']
2601,2621,We Came As Romans,"['metalcore', 'post-hardcore', 'screamo', 'metal']"
2603,2623,Nightmare,"['trip hop', 'downtempo', 'acid jazz', 'nu jazz']"
2604,2624,Frank Zappa,"['progressive rock', 'art rock', 'jazz fusion', 'psychedelic rock', 'avant-garde', 'experimental']"
2609,2629,Elvis Costello,['power pop']
2610,2630,Paul Simon,['singer-songwriter']
2612,2632,Rufus Wainwright,"['chamber pop', 'singer-songwriter']"
2613,2633,Elvis Costello & The Attractions,"['new wave', 'power pop']"
2614,2634,Stephen Sondheim,['musicals']
2616,2636,Paddy Milner,['modern blues']
2617,2637,Sublime,"['reggae rock', 'ska punk', 'ska']"
2618,2638,Ella Fitzgerald,"['vocal jazz', 'jazz', 'swing music', 'jazz blues', 'big band', 'christmas']"
2620,2640,Neko Case,"['alt country', 'americana']"
2621,2641,Calexico,"['alt country', 'americana', 'roots rock']"
2622,2642,The Mothers of Invention,"['progressive rock', 'psychedelic rock', 'art rock', 'avant-garde', 'acid rock']"
2623,2643,Thursday,"['post-hardcore', 'screamo', 'emo', 'emocore']"
2624,2644,Hayko Cepkin,['anatolian rock']
2626,2646,Manga,['lullaby']
2628,2648,The Beat,"['classic rock', 'psychedelic rock']"
2630,2650,Bozkurt,"['oyun havasi', 'arabesk']"
2632,2652,The Classic Crime,"['christian rock', 'christian alternative rock']"
2633,2653,A Rocket to the Moon,['pop punk']
2634,2654,Bloodbath,"['death metal', 'metal', 'grindcore', 'deathcore', 'black metal']"
2641,2661,Anberlin,"['christian rock', 'christian alternative rock']"
2644,2664,Lordi,['metal']
2646,2666,This Providence,['pop punk']
2647,2667,The Flashbulb,"['idm', 'breakcore', 'post-rock', 'glitch']"
2648,2668,Amon Tobin,"['idm', 'trip hop', 'nu jazz', 'downtempo']"
2651,2671,Kettel,"['idm', 'glitch', 'ambient']"
2652,2672,Clark,['christmas']
2653,2673,Plaid,"['idm', 'glitch']"
2654,2674,Boxcutter,"['idm', 'dubstep']"
2656,2676,Tycho,"['chillwave', 'downtempo', 'idm']"
2658,2678,Bong-Ra,"['breakcore', 'idm', 'speedcore', 'jungle', 'gabber']"
2659,2679,Shitmat,"['breakcore', 'jungle', 'idm', 'breakbeat', 'speedcore', 'gabber']"
2660,2680,Acrnym,"['breakcore', 'speedcore', 'idm', 'jungle']"
2661,2681,The Future Sound of London,"['idm', 'big beat', 'acid house', 'ambient', 'breakbeat', 'trip hop']"
2662,2682,Stendeck,"['idm', 'glitch', 'dark ambient']"
